comment;pageid;title;timestamp;top;userid;revid;user;parentid;ns;minor;size;new
;419828;Kasutaja:Zimzu/SuperH;1447071170.0;;54176;4304317;Zimzu;4304315;2;;9805;
;417005;Kasutaja:Agrete/Võõr-kõverharjak;1447910564.0;;81858;4311538;Agrete;4311237;2;;9539;
;418318;Kasutaja:Birgitsaare/ACE geen ja sporditulemused;1448298564.0;;82925;4314627;Birgitsaare;4314562;2;;9022;
;419968;Kasutaja:Bkalgan/Metsunel;1448304294.0;;81972;4314707;Bkalgan;4314682;2;;9423;
pealkirjade suuruse muutus. :);416715;Kasutaja:Ceccill/etoloogia;1447949189.0;;58765;4311949;Ceccill;4311947;2;;13286;
;228954;Metaani oksüdeerivad bakterid;1448200877.0;;82031;4313748;Eainelo;3553441;0;;11480;
;419952;Kasutaja:HannaAntson/Kaasasündinud südamedefektid;1447099911.0;;82027;4305061;HannaAntson;4305059;2;;9033;
;419703;Kasutaja:JKPedor/Koekiip;1448467382.0;;82185;4316263;JKPedor;4316254;2;;13555;
;419552;Kasutaja:KKarsna/Niidukoosluse taastamine;1448203244.0;;81988;4313787;KKarsna;4313782;2;;9233;
;420101;Kasutaja arutelu:KSatsi/Parvoviirus;1448374533.0;;82305;4315431;KSatsi;4313026;3;;2187;
;419832;Kasutaja:KStseglova/Trichomonas gallinae;1448451603.0;;81957;4316079;KStseglova;4316078;2;;56;
/* Artiklid */;299993;Vikipeedia:Väljendusõpetus/Bioloogia;1448468460.0;;82066;4316279;Ktihkan;4316277;4;;3472;
/* Artiklid */;299993;Vikipeedia:Väljendusõpetus/Bioloogia;1448468460.0;;82066;4316279;Ktihkan;4316277;4;;3472;
;419900;Kasutaja:Kvaikull/Juhuleiud;1448381431.0;;82018;4315541;Kvaikull;4315492;2;;11700;
;419712;Kasutaja:LAkirs/ürasklased;1448354924.0;;81977;4315173;LAkirs;4314844;2;;9900;
;419410;Kasutaja:Lots94/Kortikosteroon;1448270545.0;;81983;4314350;Lots94;4313990;2;;11274;
;419685;Kasutaja:Lsinkejeva/Antropotseen;1448381074.0;;81950;4315522;Lsinkejeva;4311424;2;;17223;
/* Bioloogilised tagajärjed */;419898;Kasutaja:MLaissaar/Metsade fragmenteerumine;1448437046.0;;83217;4315921;MLaissaar;4315920;2;;14786;
;419725;Kasutaja:MPaern/Nahkhiirlased;1448320581.0;;81989;4314894;MPaern;4314893;2;;12931;
;419982;Kasutaja:Meverk/Harilik sinikiil;1447107409.0;;83501;4305134;Meverk;4305071;2;;13438;
;119095;Randal;1448202038.0;;82006;4313765;Mluuk;4301882;0;;14663;
;419980;Kasutaja:Oarg/Glutatioon;1448270344.0;;83254;4314347;Oarg;4314346;2;;21912;
;419978;Kasutaja:RLuik/Liigilise mitmekesisuse laiuskraadiline gradient;1447425608.0;;82416;4307608;RLuik;4304742;2;;11801;
Uus lehekülg: '[[Pilt:Image DNA sequence - png.png|thumb|DNA-ahelate järjestus, mis on kujutatud nukleotiidide ühetäheliste vastetena]] '''BLAST'''[[algoritm|-algoritm]] on töövahend Bio...';419221;BLAST;1446479986.0;;62201;4297744;R kaiv;0;0;;10195;
;419994;Kasutaja:Wluik/Vangistus(loomad);1447875402.0;;83385;4311382;Wluik;4311349;2;;10014;
;419841;Kasutaja:Aaasmaa/Voronoi diagramm;1448303405.0;;83345;4314696;Aaasmaa;4314692;2;;10919;
;293470;Monte Carlo meetodid;1448266535.0;;82978;4314277;Aarerobert;3944095;0;;13375;
;419946;Kasutaja:Aleksander Koljazin/Radiograafia;1448307827.0;;83494;4314747;Aleksander Koljazin;4314728;2;;11104;
;419659;Kasutaja:Gküppas/Abell 3827;1448463583.0;;83405;4316194;Gküppas;4316173;2;;13215;
;419659;Kasutaja:Gküppas/Abell 3827;1448263479.0;;83037;4314244;GutnarLeede;4314231;2;;11868;
;419651;Kasutaja:Martin Kortspärn/Neeldumine;1448198606.0;;83396;4313692;Martin Kortspärn;4313668;2;;9772;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Sümbol|siit]]';419925;Kasutaja:Mhorn11/Sümbol;1448208093.0;;71924;4313867;Mhorn11;4313835;2;;42;
;7069;Kilogramm;1448208472.0;;71160;4313875;Mliivak;4313873;0;;23164;
;419808;Kasutaja:Mooritsmihkel/Universum;1448193666.0;;81966;4313622;Mooritsmihkel;4313601;2;;11294;
;419649;Kasutaja:Oaava/Kosmiline tolm;1448454545.0;;82385;4316098;Oaava;4316094;2;;10343;
;419969;Kasutaja:Rkulashenkov/Meditsiiniline pildistamine.;1447088314.0;;83505;4304696;Rkulashenkov;4304690;2;;9032;
/* Väljavõrrandid */;421051;Kasutaja:Ruusr/Teleparalleelne gravitatsioon;1448444174.0;;83392;4315983;Ruusr;4314245;2;;11596;
Uus lehekülg: 'Fourier' rida (või ka Fourier' rittaarendus) on viis esitada perioodilist signaali või perioodilist impulsside jada siinuste summana. Summat saab esitada komplekssete astendaja...';421252;Fourier' rida;1448466039.0;;81982;4316236;Vippv;0;0;;9083;
;419535;Kasutaja:ANoorem/Tsütopaatiline efekt;1447784923.0;;82043;4310620;ANoorem;4300078;2;;9612;
;419776;Kasutaja:A H Laarmann/Hedgehog signaalirada;1448278960.0;;81956;4314447;A H Laarmann;4313205;2;;12246;
;419945;Kasutaja:Arikken/Kasvuhormoon;1447080397.0;;83475;4304505;Arikken;4304393;2;;10294;
;417919;Kasutaja:Asmertina/SNPde annotatsioon;1446697197.0;;81708;4299358;Asmertina;4296951;2;;17761;
Uus lehekülg: ''''Proteiinkinaas B ''' (PKB, tuntud ka kui '''AKT ''') on seriin- või treoniinkinaas, mis reguleerib substraate [[Fosforüülumine|fosforüleerides]] mitmeid olulisi protsesse...';419411;Proteiinkinaas B;1446699706.0;;81590;4299360;EHErvin;0;0;;22835;
;419228;Kasutaja:EMOja/Ric-8;1447867135.0;;81947;4311232;EMOja;4311231;2;;14779;
;418513;Kasutaja arutelu:ERAntson/Priionid;1448017015.0;;81981;4312357;ERAntson;4312356;3;;1819;
/* Definitsioon */;420000;Kasutaja:GSalnikov/Imputeerimine;1447693371.0;;83517;4309786;GSalnikov;4309779;2;;13347;
Uus lehekülg: '[[Pilt:PBluescript (2).png|pisi|Illustratiivne joonis plasmiidsest vektorist pBluescript II KS.]] [[Molekulaarbioloogia|Molekulaarbioloogias]] mõistetakse '''kloneerimisvektori'...';420606;Kloneerimisvektor;1447698944.0;;82007;4309834;Gagur94;0;0;;11608;
JLuige teisaldas lehekülje [[Kasutaja:JLuige/RNA polümeraas]] pealkirja [[RNA polümeraas]] alla;420192;Kasutaja:JLuige/RNA polümeraas;1447273678.0;;81739;4306329;JLuige;0;2;;26;
;418815;Kasutaja:Johanakoppel/Lap-süsteem;1447962239.0;;81979;4312041;Johanakoppel;4300721;2;;18346;
Uus lehekülg: '[[Pilt:V-ATPaas-et.png|pisi|right|V-ATPaas]]  Vakuolaarset-tüüpi H<sup>+</sup> -ATPaasid ('''V-ATPaasid''') on kõrgelt konserveerunud evolutsiooniliselt vanad ensüüm|ensü...';419812;V-tüüpi ATPaasid;1447008826.0;;82020;4303401;Jpaats;0;0;;22793;
;263918;Allosteeriline regulatsioon;1446469256.0;;81681;4297581;KKpuss;4085506;0;;13079;
Uus lehekülg: ''''OCT4''' ehk '''oktameeri siduv [[transkriptsioonifaktor]]''' on POU perekonda kuuluv [[valgud|valk]], mida kodeerib POU5F1 ehk OCT4 [[geen]]. OCT4 transkriptsioonifaktoril on...';419887;OCT4;1447050504.0;;81969;4303906;KUudeküll;0;0;;12822;
/* Allikad */;415514;Ogataea polymorpha;1448203149.0;;81558;4313786;Kadri.maal;4313785;0;;13041;
;419998;Kasutaja:Karinasiimberg/Ross River viirus;1448381968.0;;83515;4315563;Karinasiimberg;4315532;2;;10064;
;419681;Kasutaja:Kjoandi/DNA tüpiseerimine;1447919022.0;;82013;4311593;Kjoandi;4311580;2;;11963;
/* Viburite paigutus */;419404;Kasutaja:Kjürgenstein/Vibur;1448340207.0;;81990;4315028;Kjürgenstein;4311905;2;;12378;
"Uus lehekülg: ''''Voogamine''' (''swarming'') on [[Bakterid|bakterite]] koordineeritud kollektiivne liikumine üle tahke pinna pöörleva [[Vibur|viburi]] jõul.<ref name=""selfassembly"" /> See...'";419238;Voogamine;1446491824.0;;82008;4297851;LMKimmel;0;0;;12078;
https://quizlet.com/9739639/disorders-of-the-adrenal-gland-flash-cards/;;;;;;;;;;;;
;419044;Kasutaja:MKaare/Adhesioonimolekulid;1448094656.0;;81997;4312876;MKaare;4312873;2;;13624;
;419629;Kasutaja:MLeevik/Geeniteraapia;1448274738.0;;81953;4314393;MLeevik;4314320;2;;18400;
/* Mõju intronitele */;419910;Kasutaja:MSarapuu/Mikrosatelliidid;1448399300.0;;82023;4315741;MSarapuu;4315738;2;;15754;
;419710;Kasutaja:MTänava/Replisoom;1447920215.0;;82012;4311608;MTänava;4311606;2;;17935;
;416225;Kasutaja:MirellJ/Telomeraas;1446133819.0;;81593;4295259;MirellJ;4292959;2;;9102;
;417910;Rinoviirus;1447609059.0;;82021;4309148;Mittkarl;4288206;0;;13132;
;268152;Geeniregulatsioon;1446668432.0;;82030;4299299;Mschamardin;4299298;0;;8615;
Uus lehekülg: 'Tsükliinid on rühm valke, mis kontrollivad raku arengut läbi [[Rakutsükkel|rakutsükli]], aktiveerides [[Tsükliinisõltuvad kinaasid|tsükliinsõltuvaid kinaase]] (CDK – ...';419253;Tsükliinid;1446528171.0;;81687;4297967;RSchilf;0;0;;11566;
/* Klass B püüdurretseptor */;419236;Püüdurretseptorid;1447404744.0;;81574;4307365;Rahelp;4307363;0;;14597;
;419975;Kasutaja:Ranel.Tammela/Alfa heeliks;1448213840.0;;83455;4313944;Ranel.Tammela;4313943;2;;10676;
Uus lehekülg: ''''DNA replikatsiooni initsiatsioon''' on [[DNA]] sünteesi esimene samm ehk sünteesi alustamine, millele järgnevad DNA-ahela elongatsioon ehk sünteesitava ahela pikendamine j...';419278;DNA replikatsiooni initsiatsioon;1446542766.0;;81587;4298160;Rgerda;0;0;;8977;
/* Teised kasutused */;419823;Kasutaja:Rvetik/Fibroblast;1448277502.0;;83448;4314438;Rvetik;4314437;2;;11012;
;291336;ATPaasid;1446710498.0;;81970;4299563;SSillamaa;3565006;0;;18213;
siselingid;417177;Kasutaja:TOjala/Mps1;1448183593.0;;81600;4313521;TOjala;4313482;2;;13193;
;416040;Kasutaja:Usarsiret/Sindbis viirus;1446991149.0;;82100;4302879;Usarsiret;4302873;2;;13571;
;420983;RTK;1448119090.0;;82569;4313202;APentjärv;4313200;0;;9993;
/* Geograafia */;419182;Kasutaja:EIndres/Kasari jõgi;1448354639.0;;83216;4315165;EIndres;4315164;2;;27745;
;419184;Kasutaja:Elinde00/Ajageograafia;1448281254.0;;82598;4314490;Elinde00;4314480;2;;13784;
/* Saarte Geopark */;390620;Geopark;1448280761.0;;71362;4314482;Elisabetkirsi;4311798;0;;22769;
;417908;Kasutaja:H.laius/rahvastikugeograafia;1448207787.0;;71134;4313859;H.laius;4313857;2;;13682;
;420793;Kasutaja arutelu:HVirro/NAO indeks;1447999963.0;;81971;4312192;HVirro;4311789;3;;2032;
;420242;Kasutaja arutelu:Jsapas/Valgevenelased;1447608436.0;;82037;4309144;Jsapas;4309139;3;;3104;
Pildiallkiri;420543;Kasutaja:KytasM2rt/Pedosfäär;1448288207.0;;71355;4314538;KytasM2rt;4314537;2;;15427;
Ümbersuunamine lehele [[Geoturundus]];420778;Geomarketing;1447910641.0;;81613;4311540;LKabonen;0;0;;21;
;419708;Kasutaja:MJMaidla/1939. aasta vallarevorm;1448189735.0;;82044;4313587;MJMaidla;4313264;2;;8126;
Uus lehekülg: ''''Planeerimiskultuur''' on inimühiskonna loov kohapõhine lähenemine ümbritseva keskkonna arengusse ja sellest tulenevad tegevused. Planeerimise käigus kujundatakse tulevikk...';419340;Planeerimiskultuur;1446624706.0;;73125;4298735;Marcuspuhke;0;0;;10654;
;419974;Kasutaja:MariSoe/Sotsiaalmajanduslik segregatsioon;1448279716.0;;82041;4314457;MariSoe;4314150;2;;11025;
;420004;Kasutaja:MeSoe/Biogeograafia;1448307093.0;;81998;4314735;MeSoe;4314506;2;;11881;
;6442;Turism;1447879283.0;;81951;4311442;Ovevers;4311441;0;;29089;
;416664;Hiidrahe;1446426027.0;;82046;4297253;ROkas007;4294767;0;;13236;
/* Sektormudel */;419046;Kasutaja:Rasmus88/Linnaökoloogia;1448280868.0;;41921;4314483;Rasmus88;4314475;2;;9892;
Lehekülg asendatud tekstiga ';419169;Kasutaja:TLaugesaar/Orienteerumiskaardistamine;1448112701.0;;82419;4313137;TLaugesaar;4313133;2;;67;
AKuningas teisaldas lehekülje [[Kasutaja arutelu:Rehüdratiseerumise dateerimine]] pealkirja [[Arutelu:Rehüdratiseerumise dateerimine]] alla;420115;Kasutaja arutelu:Rehüdratiseerumise dateerimine;1447220718.0;;82039;4305798;AKuningas;0;3;;50;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Vundament|siit]].';420502;Kasutaja:Ingrid Pärn/Vundament;1447882721.0;;83432;4311467;Ingrid Pärn;4311460;2;;45;
Uus lehekülg: '[[File:Black sand from the beach.JPG|thumb|Must liiv rannas]] '''Must [[liiv]]''' on liiv, mis on värvilt [[must]]. Selliseid liivasid on mitut tüüpi. Esimene neist on raske,...';421112;Must liiv;1448303044.0;;82291;4314691;Lkongas;0;0;;10641;
Uus lehekülg: '{{Taksonitabel |nimi = Eurüpteriidid | fossiilide_leiud = 359–299 milj a tagasi  Ordoviitsium – Perm | pilt = Haeckel Eurypterus tetragonophthalmus.jpg | pildi_seletus  = ''...';420844;Eurüpteriidid;1447946400.0;;83341;4311915;Mkartau;0;0;;13865;
;419967;Kasutaja:V.Vinogradova/Puursüdamik;1448304603.0;;83224;4314712;V.Vinogradova;4314709;2;;14975;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav;419711;Kasutaja:ARyytel/Afiinsuskonstant;1447865198.0;;81959;4311191;ARyytel;4311132;2;;53;
;419751;Kasutaja:Aabramov999/Fenibut;1448263094.0;;81960;4314236;Aabramov999;4314198;2;;19380;
;420351;Kasutaja arutelu:Aleesment/ Maatriks-assisteeritud laserdesorptsioon-ionisatsioon;1448208714.0;;82408;4313877;Aleesment;4313865;3;;5904;
;20723;Lantanoidid;1447702969.0;;82002;4309873;Apupart;4026003;0;;13206;
Uus lehekülg: ''''Modifitseeritud tärklis''', mida nimetatakse ka [[tärklis]]e [[derivaat|derivaadiks]], on tavaline tärklis, mida on töödeldud keemiliselt (alused, happed, soolad), füüs...';419307;Modifitseeritud tärklis;1446567449.0;;82194;4298431;GPentsa;0;0;;10707;
;419382;Kasutaja:JRoosimaa/Dess-Martin periodiaan;1448277016.0;;83209;4314424;JRoosimaa;4299046;2;;8127;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Ftalotsüaniin|siit]].';418191;Kasutaja:KKaare/Ftalotsüaniin;1447877589.0;;82014;4311420;KKaare;4311417;2;;50;
;417128;Kasutaja:M.tahk/Melanokortiin 4 retseptor;1448441221.0;;81995;4315958;M.tahk;4315954;2;;12476;
;63834;Orgaaniline keemia;1445676216.0;;81968;4291683;MariSild;3999151;0;;15974;
Uus lehekülg: ''''Molekulaarjuhtivus''' (G) on [[molekulaarelektroonika|molekulaarelektroonikas]] kasutatav [[füüsikaline suurus|füüsikaline suurus]], millega iseloomustatakse üksikmolekul...';418275;Molekulaarjuhtivus;1445579570.0;;82384;4290869;Mark.tarkanovski;0;0;;13194;
;419799;Kasutaja:Mteelahk/Proteiinkinaas A;1448396864.0;;81976;4315725;Mteelahk;4303277;2;;12534;
;419707;Kasutaja:RPraats/Kütuseelementide vesinikuenergeetika;1448284677.0;;81955;4314514;RPraats;4313854;2;;13101;
;419130;Bensoiinkondensatsioon;1448042625.0;;82028;4312544;Sniinepuu;4312408;0;;4842;
;420826;Kasutaja arutelu:TõnisLaasfeld/Bakuloviirus;1448307727.0;;82010;4314743;TõnisLaasfeld;4314742;3;;2427;
;416730;Kasutaja:Annikav/Päikesekiirgus;1447960826.0;;81963;4312030;Annikav;4297790;2;;9831;
"Uus lehekülg: ''''Tegevusruum''' on [[ruum]]i osa, milles inimene oma igapäevaste tegevuste tõttu liigub ning millega tal on otsene kontakt <ref name=""Golledge"">Golledge, R.G., Stimson, R.J.,...'";421023;Tegevusruum;1448199214.0;;83350;4313711;ETaimsaare;0;0;;12180;
;419262;Kasutaja:Hleis/Jätkusuutlik arhitektuur;1448349078.0;;81996;4315091;Hleis;4312930;2;;12528;
;419525;Kasutaja:Kkill94/Avaveeline märgala;1448277159.0;;81975;4314429;Kkill94;4314418;2;;18826;
;418565;Kasutaja:Kkupits/Jõgeva reoveepuhasti;1447922132.0;;81994;4311623;Kkupits;4298881;2;;12246;
;135132;Nitrifikatsioon;1448265169.0;;83447;4314258;Kkurg;4313724;0;;11848;
;419506;Kasutaja:Liselleluks/Denitrifikatsioon;1448014757.0;;82033;4312333;Liselleluks;4312316;2;;13118;
/* Veeldamine */;417103;Kasutaja:Markulel/Biometaan;1445543381.0;;82485;4290770;Markulel;4290767;2;;9725;
;418724;Kasutaja:Mehoomatalo/DDT;1448273739.0;;83038;4314383;Mehoomatalo;4304211;2;;13397;
;417368;Kasutaja:Mkaljuvee/Kasvuhooneefekt;1448183851.0;;82684;4313525;Mkaljuvee;4313517;2;;25173;
;419678;Kasutaja:Rtapver/Radari peegelduvus;1447061823.0;;83413;4304057;Rtapver;4304056;2;;7549;
;419999;Kasutaja:TPalmre/Toidujäätmed;1448401935.0;;83053;4315759;TPalmre;4305043;2;;12826;
;420918;Kasutaja arutelu:Agneskuus/vaht;1448050657.0;;83106;4312644;Agneskuus;4312587;3;;3122;
;419594;Kasutaja:Akossas/Molübdeen-disulfiid;1448120527.0;;83374;4313220;Akossas;4313215;2;;9770;
;419838;Kasutaja:GeorgNiit/ Süsiniknanotorude funktsionalisatsioon;1448208285.0;;83079;4313870;GeorgNiit;4303584;2;;9096;
;419995;Kasutaja:JLilloja/Isopropüülalkohol;1448440796.0;;83506;4315956;JLilloja;4309887;2;;13966;
;419780;Kasutaja:MVeinla/Gaasisensorid;1448192376.0;;82011;4313609;MVeinla;4313605;2;;9316;
;419875;Kasutaja:RKrautmann/Titaandioksiid;1448196741.0;;82017;4313662;RKrautmann;4313626;2;;13376;
/* Artiklid */;300014;Vikipeedia:Väljendusõpetus/Materjaliteadus;1448402331.0;;32721;4315765;Stemenaal;4305247;4;;1571;
;420170;Hüdrotermiline karboniseerimine;1447350927.0;;81991;4306899;Ttooming;4306898;0;;11604;
;420157;Kasutaja:HKaldmaa/Hakk;1447848054.0;;83587;4311054;HKaldmaa;4309499;2;;8966;
IReinula teisaldas lehekülje [[Kasutaja:IReinula/Maastikugeneetika]] pealkirja [[Maastikugeneetika]] alla;419805;Kasutaja:IReinula/Maastikugeneetika;1447006898.0;;81964;4303334;IReinula;0;2;;28;
;420002;Kasutaja:Jkodar/Sitasitikas;1448195782.0;;82432;4313649;Jkodar;4310071;2;;8723;
Uus lehekülg: ''''Fenotüübiline plastilisus''' on organismi võime muuta oma [[fenotüüp|fenotüüpi]]  vastavalt keskkonnale. Täpsemini öeldes on see [[Genotüüp|genotüübi]] võime ava...';420678;Fenotüübiline plastilisus;1447770198.0;;71421;4310453;Jsikk;0;0;;13475;
;24806;Angerjas;1447062700.0;;81948;4304072;KriKällo;4278656;0;;19374;
Kärtkalve teisaldas lehekülje [[Kasutaja:Kärtkalve/Lemmikloomade parasiidid]] pealkirja [[Lemmikloomade parasiidid]] alla;419973;Kasutaja:Kärtkalve/Lemmikloomade parasiidid;1447088572.0;;81980;4304703;Kärtkalve;0;2;;35;
Lsisask teisaldas lehekülje [[Kasutaja:Lsisask/Lihheniseerunud seente elurikkus]] pealkirja [[Lihheniseerunud seente liigirikkus]] alla;420545;Kasutaja:Lsisask/Lihheniseerunud seente elurikkus;1447612633.0;;81965;4309181;Lsisask;0;2;;45;
;420789;Kasutaja arutelu:MKose/Värdkoorik;1448375873.0;;78773;4315440;MKose;4311628;3;;2401;
;233956;Põlismets;1447916281.0;;82210;4311571;Mlmutso;2335129;0;;16818;
PiiKoll teisaldas lehekülje [[Kasutaja arutelu:PiiKoll/Liivaherilased]] pealkirja [[Arutelu:Liivaherilased]] alla;419220;Kasutaja arutelu:PiiKoll/Liivaherilased;1446479198.0;;82641;4297727;PiiKoll;0;3;;33;
/* Artiklid */;299987;Vikipeedia:Väljendusõpetus/Ökoloogia;1447277436.0;;83414;4306357;Seebivesi;4306045;4;;2875;
Susvain teisaldas lehekülje [[Kasutaja arutelu:Susvain]] ümbersuunamise [[Arutelu:Grupivalik]] asemele;420403;Kasutaja arutelu:Susvain;1447510638.0;;82565;4308163;Susvain;0;3;;29;
"Lehekülg asendatud tekstiga 'Artikkel nüüd kättesaadav [[Kobras|siit]] (vt peatükk 6 ""Kobras ökosüsteemi mõjutajana"") ja [[Märgala|siit]].'";417556;Kasutaja:Tvaisanen/Kobras ökosüsteemi mõjutajana;1445501443.0;;81973;4290315;Tvaisanen;4290171;2;;117;
;419761;Kasutaja:VeinbergH/Nandu;1448261917.0;;81985;4314220;VeinbergH;4311697;2;;15370;
/* pn-siirdega diood */;78063;Diood;1390464268.0;;41762;3828707;A82818;3828703;0;;16364;
;302945;Kasutaja:Alarku/Rõhuandur;1355744284.0;;32471;3354682;Alarku;3337369;2;;34;
/* JTAG-i elektrilised omadused */;302124;Kasutaja:Alkimista/JTAG;1358084469.0;;42098;3399011;Alkimista;3399010;2;;10642;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Nuhkvara|siit]].';302621;Kasutaja:Andre147/Nuhkvara;1359316912.0;;32783;3419681;Andre147;3417360;2;;44;
;349774;Energija-Buran;1386096029.0;;51630;3792449;Ddimiq;3792384;0;;12226;
Uus lehekülg: '{{Infokast |name         = AutoCAD 2012 |bodystyle    =  |title        = AutoCAD 2012 |titlestyle   =  |image        = Pilt:AutoCAD 2012 For Windows Screen Shot.png|thumb|300px...';313672;AutoCAD;1358941506.0;;32735;3412998;Elikar;0;0;;20133;
;302005;Kasutaja:Gr.dmitri/Biomeditsiinitehnika;1385702094.0;;32347;3788972;Gr.dmitri;3777405;2;;13510;
/* Biventrikulaarne stimulaator */;349063;Südamerütmur;1383322220.0;;52233;3765835;Igor vassilevski;3765834;0;;13049;
/* TODO */;261358;Kasutaja:Jaanus.kalde;1446493586.0;;31713;4297859;Jaanus.kalde;4044845;2;;2483;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Telemeditsiin|siit]].';303059;Kasutaja:Jevgeni/Telemeditsiin;1352295035.0;;41819;3299401;Jevgeni;3299394;2;;49;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Päikeseelement|siit]].';302842;Kasutaja:Kivikas14/Päikeseelement;1353360752.0;;31850;3315445;Kivikas14;3315428;2;;51;
;301483;VHDL;1358194081.0;;31804;3400849;Koitsum;3263261;0;;17998;
Lehekülg asendatud tekstiga '''Artikkel on nüüd leitav [[BitTorrent|siit]].''';302756;Kasutaja:Kristjank/BitTorrent;1357826716.0;;32750;3395226;Kristjank;3387880;2;;50;
/* Viited */;300757;Kasutaja:Ldiesel/Solenoidkahur;1359382603.0;;51927;3421128;Ldiesel;3421116;2;;13264;
Uus lehekülg: ''''Keskprotsessorid kosmoses''' on kasutusel olnud juba pikka aega. Sellised [[keskprotsessor]]id peavad olema väga usaldusväärsed ja vastupidavad. Temperatuur väljaspool p...';308258;Kasutaja:Nurro2/Protsessorid;1354872944.0;;31728;3339515;Nurro2;0;2;;1558;
;289357;Ärakiri;1381277730.0;;31854;3747623;Paarool;3747622;0;;557;
Kustutatud kogu lehekülje sisu;304368;Kasutaja arutelu:RannoKena/SolidWorks;1357319819.0;;32271;3384183;RannoKena;3384174;3;;0;
;45127;MJPEG;1357319770.0;;31869;3384181;Sandra629;3003018;0;;10766;
;85285;Trükkplaat;1360241304.0;;31304;3436189;Sannet;3391099;0;;13320;
Uus lehekülg: ''''Verilog''', standardiseeritult '''[[IEEE]] 1364''', on [[riistvarakirjelduskeel]] (HDL), mida kasutatakse elektriliste süsteemide [[Modelleerimine|modelleerimiseks]]. Verilog...';309536;Verilog;1355826417.0;;32795;3355912;TAnts;0;0;;13243;
;303360;Kasutaja arutelu:Taavitaavi/Pilvandmetöötlus;1358764965.0;;51721;3410165;Taavitaavi;3410162;3;;7010;
/* Andmete ülekanne */;301276;Kasutaja:Z3n/SPI;1359897466.0;;31841;3430628;Z3n;3430622;2;;15857;
;253028;Väljasuremisvõlg;1358342664.0;;44684;3402881;Aavxoo;3254022;0;;16617;
;303607;Kasutaja arutelu:AconitumAnthora/Mikroorganismid;1352745540.0;;51627;3306462;AconitumAnthora;3306393;3;;3521;
;300230;Neuroteadus;1352664306.0;;51740;3304757;Airi.pennert;3304740;0;;11478;
